94718,-0.70,-0.67,0.10,0.61,-13.50,0.70,0.67,1.31,0.74,13.50,797,384,785,398,76.2,-22.1,76.2,1t
94935,-1.00,-3.76,-1.12,-30.88,12.87,1.00,-12.24,3.13,6.40,-12.87,184,603,214,595,76.4,7.7,76.4,1t
95318,-0.91,-2.19,-4.36,7.27,18.00,0.91,2.19,6.18,-2.89,-18.00,158,555,187,590,74.1,13.9,74.1,1t
95468,-1.30,-1.23,-1.06,3.79,-3.73,1.30,1.23,3.66,-1.32,3.73,721,581,682,567,74.5,-24.7,74.5,1t
95919,-1.92,-0.62,-22.49,-4.51,1.15,-14.08,0.62,-5.67,5.76,-1.15,536,880,542,842,74.3,3.5,74.3,1t
96068,-1.88,-0.47,10.84,4.21,-5.87,1.88,0.47,-7.08,-3.27,5.87,753,490,700,452,77.1,31.4,77.1,1t
96518,-0.35,-0.33,1.01,0.31,.35,0.33,-0.30,0.35,16.92,587,190,580,177,100.9,66.3,100.9,1t
96736,-0.37,-0.16,-0.58,3.79,18.61,0.37,0.16,1.32,-3.47,-18.61,259,637,220,642,110.6,56.3,110.6,1t
96968,-0.09,-0.11,-0.58,-0.67,-5.07,0.09,0.11,0.75,0.88,5.07,726,468,690,474,119.5,32.6,119.5,1t
97268,-4.29,-1.33,9.43,-0.12,-16.12,4.29,1.33,-0.86,2.79,16.12,645,293,754,306,136.8,-4.0,136.8,1t
97493,-2.69,-1.47,9.25,1.59,22.09,2.69,1.47,-3.87,1.36,-22.09,136,508,100,492,136.4,31.9,136.4,1t
97868,-3.81,-0.97,-20.84,-0.24,-5.62,3.81,0.97,28.46,2.19,5.62,383,154,470,193,135.1,26.1,135.1,1t
98093,-3.11,-0.86,5.71,1.04,7.50,3.11,0.86,0.51,0.68,-7.50,107,492,100,508,135.1,37.9,135.1,1t
98468,-1.27,-2.90,6.69,6.23,18.30,1.27,2.90,-4.15,-0.43,-18.30,374,740,320,754,133.4,-16.2,133.4,1t
98693,-3.47,-1.27,-28.35,2.75,-7.03,-12.53,1.27,3.30,-0.21,7.03,897,497,903,503,133.3,-58.2,133.3,1t
99143,-1.74,-0.39,6.69,1.65,3.41,1.74,0.39,-3.20,-0.88,-3.41,497,897,503,903,135.7,-66.8,135.7,1t
99293,-0.56,-0.28,7.18,1.83,-18.08,0.56,0.28,-6.06,-1.27,18.08,709,309,659,259,135.6,-7.0,135.6,1t
99518,-0.51,-0.17,-22.61,1.22,-2.63,-15.49,0.17,-8.37,-0.88,2.63,299,217,383,301,135.7,26.3,135.7,1t
99668,-4.46,-0.08,-15.22,-4.09,-15.21,4.46,0.08,24.14,4.25,15.21,493,139,507,100,136.9,61.4,136.9,1t
99894,-3.05,-0.24,12.00,0.06,17.14,3.05,-15.76,-5.90,-31.59,-17.14,581,906,419,894,134.3,-43.1,134.3,1t
100119,-0.89,-3.49,12.18,-6.65,-10.14,0.89,3.49,-10.40,13.63,10.14,953,476,847,524,133.1,-36.6,133.1,1t
100268,-0.31,-2.33,0.40,7.75,12.32,0.31,2.33,0.22,-3.10,-12.32,129,590,239,578,132.0,8.7,132.0,1t
100493,-0.68,-1.23,2.17,4.21,-3.61,0.68,1.23,-0.82,-1.76,3.61,682,507,632,497,132.9,-14.4,132.9,1t
100718,-0.32,-0.73,6.14,4.21,-4.53,0.32,0.73,-5.49,-2.76,4.53,651,464,667,472,134.5,-14.5,134.5,1t
100868,-0.48,-0.52,1.38,1.77,18.00,0.48,0.52,-0.41,-0.72,-18.00,383,792,374,765,136.0,-16.3,136.0,1t
101093,-0.80,-0.45,0.71,2.20,-9.65,0.80,0.45,0.88,-1.31,9.65,708,324,716,301,136.0,-11.4,136.0,1t
101318,-1.21,-0.32,-0.33,0.37,4.75,1.21,0.32,2.76,0.28,-4.75,303,733,367,736,136.6,-10.5,136.6,1t
101468,-1.12,-0.57,-1.92,-1.46,-13.99,1.12,0.57,4.15,2.60,13.99,473,105,527,100,136.4,65.9,136.4,1t
101693,-1.22,-0.76,3.15,1.35,6.10,1.22,0.76,-0.70,0.17,-6.10,118,523,100,477,137.1,52.1,137.1,1t
101993,-0.52,-0.26,-0.39,1.35,-9.23,0.52,0.26,1.44,-0.83,9.23,553,174,540,120,137.7,11.8,137.7,1t
102068,-0.98,-0.23,1.50,2.02,3,0.46,-1.56,15.27,525,101,475,100,136.2,40.4,136.2,1t
102293,-0.76,-0.49,0.03,-3.41,4.75,0.76,0.49,1.49,4.40,-4.75,326,719,288,696,135.8,-8.0,135.8,1t
102518,-0.69,-0.85,0.34,-0.12,16.96,0.69,0.85,1.03,1.83,-16.96,130,508,100,506,135.6,21.7,135.6,1t
102893,-0.93,-1.81,1.93,4.34,-2.39,0.93,1.81,-0.06,-0.72,2.39,561,598,564,625,131.6,-25.3,131.6,1t
103118,-0.13,-0.81,-1.43,4.52,21.23,0.13,0.81,1.69,-2.90,-21.23,231,585,173,619,131.4,7.7,131.4,1t
103493,-0.38,-4.30,1.81,6.60,19.52,0.38,4.30,-1.04,2.00,-19.52,120,524,100,490,131.5,19.0,131.5,1t
103718,-0.52,-2.25,1.38,11.48,-3.24,0.52,2.25,-0.34,-6.98,3.24,430,346,407,340,130.0,9.4,130.0,1t
104093,-2.69,-0.77,5.53,0.61,18.24,2.69,0.77,-0.14,0.92,-18.24,100,501,106,499,130.7,34.8,130.7,1t
104318,-1.70,-0.60,2.90,0.74,-16.67,1.70,0.60,0.50,0.46,16.67,790,377,705,318,128.5,-14.3,128.5,1t
104761,-2.41,-1.11,-23.77,5.74,-15.51,-13.59,1.11,-3.42,-3.53,15.51,504,100,496,105,126.5,29.5,126.5,1t
104918,-4.52,-1.60,11.57,-1.40,17.39,4.52,1.60,-2.52,4.60,-17.39,465,866,535,934,115.1,-98.1,115.1,1t
105068,-2.70,-1.59,8.27,-4.33,5.18,2.70,1.59,-2.88,7.52,-5.18,515,932,485,868,100.8,-100.8,100.8,1t
106118,-3.53,-1.19,1.50,-8.85,-4.89,3.53,1.19,5.55,11.22,4.89,533,424,521,379,48.4,-51.9,48.4,1t
106268,-1.78,-1.42,7.42,-3.11,18.79,1.78,1.42,-3.86,5.96,-18.79,250,662,289,677,37.1,-54.7,37.1,1t
106718,-0.12,-0.45,2.72,2.26,18.30,0.12,0.45,-2.49,-1.36,-18.30,221,649,241,613,15.8,-47.8,15.8,1t
